"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status","Prep Males Total","Prep Females Total","Prep Total","Year 1 Males Total","Year 1 Females Total","Year 1 Total","Year 2 Males Total","Year 2 Females Total","Year 2 Total","Year 3 Males Total","Year 3 Females Total","Year 3 Total","Year 4 Males Total","Year 4 Females Total","Year 4 Total","Year 5 Males Total","Year 5 Females Total","Year 5 Total","Year 6 Males Total","Year 6 Females Total","Year 6 Total","Primary Ungraded Males Total","Primary Ungraded Females Total","Primary Ungraded Total","Primary Total","Year 7 Males Total","Year 7 Females Total","Year 7 Total","Year 8 Males Total","Year 8 Females Total","Year 8 Total","Year 9 Males Total","Year 9 Females Total","Year 9 Total","Year 10 Males Total","Year 10 Females Total","Year 10 Total","Year 11 Males Total","Year 11 Females Total","Year 11 Total","Year 12 Males","Year 12 Females","Year 12 Total","Secondary Ungraded Males Total","Secondary Ungraded Females Total","Secondary Ungraded Total","Secondary Total","Grand Total","Year","CENSUS_TYPE"
"Catholic",2,2069,"St Lawrence Catholic Primary School","Primary","O","34","39","73","44","27","71","31","46","77","40","33","73","37","32","69","22","43","65","26","33","59","0","0","0","487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","487",2021,"F"
"Catholic",2,2075,"MacKillop Specialist School","Special","O","0","0","0","3","0","3","2","0","2","5","0","5","17","5","22","21","3","24","11","4","15","0","0","0","71","9","3","12","9","1","10","12","8","20","11","5","16","6","1","7","3","3","6","0","0","0","71","142",2021,"F"
"Catholic",2,2078,"St Francis of Assisi Catholic Primary School","Primary","O","44","26","70","30","36","66","34","32","66","31","39","70","33","25","58","42","27","69","32","24","56","0","0","0","455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","455",2021,"F"
"Catholic",2,2079,"St Joseph's Flexible Learning Centre Melbourne","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","6","16","7","23","30","26","56","61","44","107","46","52","99","88","74","163","0","0","0","454","454",2021,"F"
"Catholic",2,2087,"St Mary of the Cross MacKillop Catholic Parish Primary School","Primary","O","52","35","87","43","31","74","34","38","72","50","40","90","40","39","79","44","29","73","36","39","75","0","0","0","550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","550",2021,"F"
"Catholic",2,2089,"St Mary of the Cross Catholic Primary School","Primary","O","22","30","52","31","34","65","20.6","31","51.6","29","22","51","19","26","45","27","19","46","23","18","41","0","0","0","351.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","351.6",2021,"F"
"Catholic",2,2090,"St Thomas the Apostle Catholic Primary School","Primary","O","47","51","98","57.2","61","118.2","50","53","103","73","57","130","52","39","91","39","41","80","52","43","95","0","0","0","715.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","715.2",2021,"F"
"Catholic",2,2093,"St John the Apostle Catholic Primary School","Primary","O","33","26","59","23","24","47","26","25","51","25","13","38","25","21","46","24","22","46","19","10","29","0","0","0","316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","316",2021,"F"
"Catholic",2,2094,"St Clare's Catholic Primary School","Primary","O","30","42","72","33","35","68","36","32","68","32","23","55","24","28","52","25","20","45","17","30","47","0","0","0","407","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","407",2021,"F"
"Catholic",2,2095,"St Clare's Primary School","Primary","O","34","38","72","37","50","87","44","48","92","55","39","94","33","36","69","33","39","72","14","25","39","0","0","0","525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","525",2021,"F"
"Catholic",2,2096,"St Paul the Apostle Catholic Primary School","Primary","O","30","24","54","25","30","55","36","28","64","25","23","48","22.6","24","46.6","13","10","23","19","9","28","0","0","0","318.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","318.6",2021,"F"
"Catholic",2,2098,"Marist College Bendigo","Pri/Sec","O","26","30","56","27","28","55","31","25","56","27","29","56","30","26","56","22","22","44","25","29","54","0","0","0","377","70.2","77","147.2","73","81","154","75","85","160","67","53","120","42","48","90","36","52","88","0","0","0","759.2","1136.2",2021,"F"
"Catholic",2,2115,"Siena Catholic Primary School","Primary","O","25","24","49","14","22","36","21","29","50","15","15","30","15","17","32","7","9","16","9","6","15","0","0","0","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","228",2021,"F"
"Catholic",2,2218,"Oscar Romero Catholic Primary School","Primary","O","53.2","40","93.2","33.4","44","77.4","39.4","39","78.4","35","35","70","26","18","44","20","26","46","14","19","33","0","0","0","442","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","442",2021,"F"
"Catholic",2,2219,"St Mary MacKillop Catholic Primary School, Bannockburn","Primary","O","26","41","67","21","16","37","23","28","51","18","15","33","17","17","34","9","12","21","17","20","37","0","0","0","280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280",2021,"F"
"Catholic",2,2220,"Our Lady of the Way Catholic Primary School","Primary","O","34","60","94","48","41","89","31","21","52","26","23","49","27","22","49","17","10","27","14","16","30","0","0","0","390","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","390",2021,"F"
"Catholic",2,2221,"Lisieux Catholic Primary School","Primary","O","27","27","54","26","20","46","39","19","58","17","11","28","9","17","26","11","13","24","4","3","7","0","0","0","243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","243",2021,"F"
"Catholic",2,2222,"Our Lady Star of the Sea Catholic Primary School","Primary","O","5","5","10","7","6","13","6","5","11","9","3","12","4.8","5","9.8","7","7","14","6","6","12","0","0","0","81.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.8",2021,"F"
"Catholic",2,2224,"St Anne's College","Pri/Sec","O","15","21","36","14","6","20","21","20","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","36","44","80","47","31","78","33","40","73","0","0","0","0","0","0","0","0","0","0","0","0","231","328",2021,"F"
"Catholic",2,2225,"Holy Trinity Catholic Primary School","Primary","O","29","19","48","23","24","47","21","6","27","17","12","29","9","7","16","9","12","21","5","7","12","0","0","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200",2021,"F"
"Catholic",2,2226,"Glowrey Catholic Primary School","Primary","O","52","42","94","25","31","56","34","26","60","15","13","28","9","17","26","6","15","21","7","7","14","0","0","0","299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","299",2021,"F"
"Catholic",2,2229,"St Catherine of Siena Catholic Primary School","Primary","O","29","40","69","23","28","51","15","12","27","18","13","31","8","12","20","12","4","16","8","4","12","0","0","0","226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","226",2021,"F"
"Catholic",2,2231,"Iona College Geelong","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","56","140","100","61","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","301",2021,"F"
"Catholic",2,2235,"St Joseph’s Catholic Primary School","Primary","O","16","24","40","4","20","24","13","13","26","9","6","15","1","10","11","4","6","10","2","0","2","0","0","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128",2021,"F"
"Catholic",2,2237,"St Angela of the Cross Primary School","Primary","O","7","15","22","5","2","7","1","2","3","4","2","6","1","1","2","2","0","2","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42",2021,"F"
"Catholic",2,2240,"Ignatius Learning Centre","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","6","1","0","1","4","0","4","0","0","0","11","11",2021,"F"
"Government",1,1,"Alberton Primary School","Primary","O","3.7","10","13.7","2","3","5","3.5","3","6.5","3","6","9","8","3","11","8","4","12","6","5","11","0","0","0","68.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.2",2021,"F"
"Government",1,3,"Allansford and District Primary School","Primary","O","9","15","24","11","13","24","16","13","29","11","7","18","15","12","27","6","11","17","15","6","21","0","0","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160",2021,"F"
"Government",1,4,"Avoca Primary School","Primary","O","9","5","14","7","4","11","7","8","15","11","8","19","9","10","19","7","8","15","12","9","21","0","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114",2021,"F"
"Government",1,8,"Avenel Primary School","Primary","O","14","11","25","9","13","22","8","9","17","22","10","32","16","16","32","14","8","22","11","12","23","0","0","0","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","173",2021,"F"
"Government",1,12,"Warrandyte Primary School","Primary","O","16","11","27","6","14","20","10","4","14","21","10","31","10","7","17","8","12","20","11","10","21","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150",2021,"F"
"Government",1,26,"Belmont Primary School","Primary","O","24","15","39","18","31","49","17","21","38","22","22","44","23","19","42","25","16","41","22","25","47","0","0","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300",2021,"F"
"Government",1,28,"Bacchus Marsh Primary School","Primary","O","51","45","96","58","64","122","69","46","115","71","59","130","66","57","123","72","73","145","75","50","125","0","0","0","856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","856",2021,"F"
"Government",1,33,"Ballarat Primary School (Dana Street)","Primary","O","22","13","35","27","23","50","18","17","35","18","20","38","17","15","32","15","18","33","5","15","20","0","0","0","243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","243",2021,"F"
"Government",1,37,"Wodonga Primary School","Primary","O","68","67","135","59","54","113","70","72","142","69","60","129","65","78","143","91","61","152","66","58","124","0","0","0","938","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","938",2021,"F"
"Government",1,40,"Berwick Primary School","Primary","O","75","83","158","67","104","171","69","64","133","75","74","149","82","81","163","70","72","142","80","83","163","0","0","0","1079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1079",2021,"F"
"Government",1,60,"Beaufort Primary School","Primary","O","6","14","20","7","17","24","17","9","26","11","17","28","14","9","23","12","7","19","15","11","26","0","0","0","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","166",2021,"F"
"Government",1,84,"Cheltenham Primary School","Primary","O","27","39","66","30","35","65","32","39","71","26","36","62","23","28","51","36","31","67","43","22","65","0","0","0","447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","447",2021,"F"
"Government",1,105,"Cudgee Primary School","Primary","O","2","2","4","0","1","1","2","5","7","3","3","6","3","2","5","4","1","5","3","2","5","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33",2021,"F"
"Government",1,113,"Newport Lakes Primary School","Primary","O","33","45","78","33","55","88","40","43","83","37","34","71","46","41","87","30","41","71","29","30","59","0","0","0","537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","537",2021,"F"
"Government",1,116,"Cavendish Primary School","Primary","O","2","2","4","0","0","0","6","5","11","0","1","1","5","4","9","2","2","4","1","4","5","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34",2021,"F"
"Government",1,117,"Colac Primary School","Primary","O","20","11","31","12","15","27","17","12","29","12","13","25","18","19","37","13","16","29","18","12","30","0","0","0","208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","208",2021,"F"
"Government",1,119,"Castlemaine Primary School","Primary","O","11","10","21","15","10","25","21","10","31","10","9","19","7","10","17","15","13","28","12","12","24","0","0","0","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165",2021,"F"
"Government",1,120,"Campbells Creek Primary School","Primary","O","11","14","25","11","10","21","17","10","27","10","17","27","8","11","19","6","8","14","7","11","18","0","0","0","151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151",2021,"F"
"Government",1,122,"Creswick Primary School","Primary","O","10","11","21","12","14","26","15","8","23","16","12","28","18","12","30","12","4","16","14","15","29","0","0","0","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","173",2021,"F"
"Government",1,123,"California Gully Primary School","Primary","O","15","17","32","13","9","22","18","13","31","11","11","22","10","11","21","8","15","23","6","3","9","0","0","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160",2021,"F"
"Government",1,128,"St Andrews Primary School","Primary","O","3","5","8","2","2","4","4","5","9","5","1","6","5","7","12","0","2","2","2","6","8","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49",2021,"F"
"Government",1,182,"Warrnambool West Primary School","Primary","O","8","6","14","9","5","14","9","10","19","14","11","25","5","6","11","12","7","19","9","12","21","0","0","0","123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123",2021,"F"
"Government",1,184,"Dromana Primary School","Primary","O","40","23","63","33","26","59","29","23","52","36","44","80","32","45","77","44","29","73","52","36","88","0","0","0","492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","492",2021,"F"
"Government",1,197,"Doncaster Primary School","Primary","O","36","25","61","39","21","60","27","32","59","34","20","54","40","34","74","46","24","70","38","35","73","0","0","0","451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","451",2021,"F"
"Government",1,208,"Echuca Primary School","Primary","O","28","36","64","40","39","79","40","36","76","37","43","80","41","41","82","44","44","88","46","38","84","0","0","0","553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","553",2021,"F"
"Government",1,209,"Eltham Primary School","Primary","O","20","21","41","27","18","45","19","28","47","25","21","46","17","34","51","36","26","62","32","17","49","0","0","0","341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","341",2021,"F"
"Government",1,210,"Eaglehawk Primary School","Primary","O","8","8","16","10","7","17","6","12","18","8","11","19","4","6","10","7","9","16","11","11","22","0","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118",2021,"F"
"Government",1,220,"Elphinstone Primary School","Primary","O","1","2","3","0","4","4","2","2","4","1","2","3","0","1","1","5","0","5","2","1","3","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23",2021,"F"
"Government",1,244,"Hallam Primary School","Primary","O","29","34","63","30","37","67","21","17","38","24","30","54","35","16","51","31","19","50","25","30","55","0","0","0","378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","378",2021,"F"
